File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF707HGS	bed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2							ENCFF574SPR, ENCFF715CTH	4995255	ENCODE Processing Pipeline	76cb3926bf9bd430db6e194278407f59		https://www.encodeproject.org/files/ENCFF707HGS/@@download/ENCFF707HGS.bed.gz	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF843LFB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2							ENCFF707HGS	10976294	ENCODE Processing Pipeline	b13ed64b132960432d86b714abec538b		https://www.encodeproject.org/files/ENCFF843LFB/@@download/ENCFF843LFB.bigBed	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF167ZDU	bigBed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1							ENCFF410PVV	11044791	ENCODE Processing Pipeline	704d0278efe02a9ce111b6808eb8cdbc		https://www.encodeproject.org/files/ENCFF167ZDU/@@download/ENCFF167ZDU.bigBed	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF187IWI	bed narrowPeak	conservative idr thresholded peaks	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF410PVV, ENCFF547MET, ENCFF707HGS, ENCFF985TTQ	984356	ENCODE Processing Pipeline	578bddbc63abd93f1ebd2da1a10ebb59		https://www.encodeproject.org/files/ENCFF187IWI/@@download/ENCFF187IWI.bed.gz	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF033EQD	bigBed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF985TTQ	11270877	ENCODE Processing Pipeline	920e1d32450c139a9bdf15531d281da9		https://www.encodeproject.org/files/ENCFF033EQD/@@download/ENCFF033EQD.bigBed	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF746LSE	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF187IWI	1555726	ENCODE Processing Pipeline	2103019e9635af95c9eaa0993663db5d		https://www.encodeproject.org/files/ENCFF746LSE/@@download/ENCFF746LSE.bigBed	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF116ZIX	bed narrowPeak	optimal idr thresholded peaks	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF410PVV, ENCFF547MET, ENCFF707HGS, ENCFF985TTQ	1027357	ENCODE Processing Pipeline	eda07a85a8016996d2daf94e04674906		https://www.encodeproject.org/files/ENCFF116ZIX/@@download/ENCFF116ZIX.bed.gz	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF223NZE	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF116ZIX	1608483	ENCODE Processing Pipeline	7f14d0b79daee234ce9b32495752fbc1		https://www.encodeproject.org/files/ENCFF223NZE/@@download/ENCFF223NZE.bigBed	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF947LDP	fastq	reads	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1	1	100		paired-ended	2	ENCFF163EIH		2148048917	Michael Snyder, Stanford	dd14565414e6717e683bf8043f15c0df	SRA:SRR6213075	https://www.encodeproject.org/files/ENCFF947LDP/@@download/ENCFF947LDP.fastq.gz			Illumina HiSeq 4000	/files/ENCFF568ZUY/	released	antibody characterized with exemption			
ENCFF163EIH	fastq	reads	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1	1	100		paired-ended	1	ENCFF947LDP		1927291768	Michael Snyder, Stanford	9208c1381bf0eec30ef3c88180aca40c	SRA:SRR6213075	https://www.encodeproject.org/files/ENCFF163EIH/@@download/ENCFF163EIH.fastq.gz			Illumina HiSeq 4000	/files/ENCFF878DLI/	released	antibody characterized with exemption			
ENCFF796HDV	bam	unfiltered alignments	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1			100				ENCFF163EIH, ENCFF807MUK, ENCFF947LDP	3793341153	ENCODE Processing Pipeline	2f4b1a37610aea9de1b36a6beb0c4147		https://www.encodeproject.org/files/ENCFF796HDV/@@download/ENCFF796HDV.bam	hg19				released	antibody characterized with exemption			
ENCFF244RSE	bam	alignments	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1			100				ENCFF163EIH, ENCFF807MUK, ENCFF947LDP	3277376222	ENCODE Processing Pipeline	7384fd05238a09446a769665cf1409c8		https://www.encodeproject.org/files/ENCFF244RSE/@@download/ENCFF244RSE.bam	hg19				released	antibody characterized with exemption			
ENCFF044KLO	bam	unfiltered alignments	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1			100				ENCFF163EIH, ENCFF643CGH, ENCFF947LDP	3796484915	ENCODE Processing Pipeline	0709922d5c1295c278c5437cfc30e890		https://www.encodeproject.org/files/ENCFF044KLO/@@download/ENCFF044KLO.bam	GRCh38				released	antibody characterized with exemption			
ENCFF124ZGE	bam	alignments	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1			100				ENCFF163EIH, ENCFF643CGH, ENCFF947LDP	3277810314	ENCODE Processing Pipeline	930405c06d3d068529a63508a8f6b0bd		https://www.encodeproject.org/files/ENCFF124ZGE/@@download/ENCFF124ZGE.bam	GRCh38				released	antibody characterized with exemption			
ENCFF841AAT	bed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF124ZGE, ENCFF607WQU	6015202	ENCODE Processing Pipeline	9ddcc6027bf7eaea56c318593127e9ba		https://www.encodeproject.org/files/ENCFF841AAT/@@download/ENCFF841AAT.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF405KIK	bigWig	signal p-value	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF124ZGE, ENCFF607WQU	1080030400	ENCODE Processing Pipeline	351be8593f2cff4d12dc7952b260fe20		https://www.encodeproject.org/files/ENCFF405KIK/@@download/ENCFF405KIK.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF788GYB	bigWig	fold change over control	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF124ZGE, ENCFF607WQU	936641780	ENCODE Processing Pipeline	e8e1b1298087ef067783eb4b59450da4		https://www.encodeproject.org/files/ENCFF788GYB/@@download/ENCFF788GYB.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF549EFL	bigBed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF841AAT	12015957	ENCODE Processing Pipeline	fd9abb058b87355b0d004db55a0ef0f4		https://www.encodeproject.org/files/ENCFF549EFL/@@download/ENCFF549EFL.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF610UCL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF841AAT	564432	ENCODE Processing Pipeline	f71a8d88f791f9fbdafa4bdea5e50f1a		https://www.encodeproject.org/files/ENCFF610UCL/@@download/ENCFF610UCL.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF130VKX	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF610UCL	1104210	ENCODE Processing Pipeline	af4eb1583e1c0db290f214e194c33290		https://www.encodeproject.org/files/ENCFF130VKX/@@download/ENCFF130VKX.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF622QGA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF263MVV	842438	ENCODE Processing Pipeline	0ccf339db1698f8f69bbfebac6687253		https://www.encodeproject.org/files/ENCFF622QGA/@@download/ENCFF622QGA.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF108ILF	bigWig	signal p-value	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF244RSE, ENCFF639BGL	1078573505	ENCODE Processing Pipeline	624b0d931008efd937b8ee25f0fbb8c7		https://www.encodeproject.org/files/ENCFF108ILF/@@download/ENCFF108ILF.bigWig	hg19				released	antibody characterized with exemption			
ENCFF519LVF	bigWig	fold change over control	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF244RSE, ENCFF639BGL	935205489	ENCODE Processing Pipeline	ef70c5e16059042ed0f235692e4698d1		https://www.encodeproject.org/files/ENCFF519LVF/@@download/ENCFF519LVF.bigWig	hg19				released	antibody characterized with exemption			
ENCFF263MVV	bed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF244RSE, ENCFF639BGL	5954022	ENCODE Processing Pipeline	c1d52c20c5dfa9e2c17b268a4a309f4a		https://www.encodeproject.org/files/ENCFF263MVV/@@download/ENCFF263MVV.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF916PHB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF263MVV	11930020	ENCODE Processing Pipeline	eff6f6bea9e0f38a5a484d9420de9744		https://www.encodeproject.org/files/ENCFF916PHB/@@download/ENCFF916PHB.bigBed	hg19				released	antibody characterized with exemption			
ENCFF875SAZ	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF622QGA	1463685	ENCODE Processing Pipeline	ceec0b46adf4d294e614095b664f4fe3		https://www.encodeproject.org/files/ENCFF875SAZ/@@download/ENCFF875SAZ.bigBed	hg19				released	antibody characterized with exemption			
ENCFF042TOB	fastq	reads	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1	1	50		single-ended				1299857200	Richard Myers, HAIB	a45959827f92b32f32c35f0de994e2e9	SRA:SRR5112068	https://www.encodeproject.org/files/ENCFF042TOB/@@download/ENCFF042TOB.fastq.gz			Illumina HiSeq 2000	/files/ENCFF798MRO/	released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF299GTA	fastq	reads	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2	1	50		single-ended				982913959	Richard Myers, HAIB	5a1cc3646d8534b236e53acafb03dfde	SRA:SRR5112069	https://www.encodeproject.org/files/ENCFF299GTA/@@download/ENCFF299GTA.fastq.gz			Illumina HiSeq 2000	/files/ENCFF314WCC/	released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF951HWD	bam	alignments	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2			50				ENCFF018NEO, ENCFF299GTA	802123234	ENCODE Processing Pipeline	0f641534e8c230c05c6ef7a72527df05		https://www.encodeproject.org/files/ENCFF951HWD/@@download/ENCFF951HWD.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF701RFU	bam	unfiltered alignments	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1			50				ENCFF018NEO, ENCFF042TOB	1407395795	ENCODE Processing Pipeline	45cb5e123000675304e9b54d3def1084		https://www.encodeproject.org/files/ENCFF701RFU/@@download/ENCFF701RFU.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF945QTD	bam	unfiltered alignments	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2			50				ENCFF018NEO, ENCFF299GTA	1084718341	ENCODE Processing Pipeline	5c35f6624b21a3bd4395379d894a66c7		https://www.encodeproject.org/files/ENCFF945QTD/@@download/ENCFF945QTD.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF298QFB	bam	alignments	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1			50				ENCFF018NEO, ENCFF042TOB	1008468872	ENCODE Processing Pipeline	043847caf9a1174e107b33b9f3b8afdf		https://www.encodeproject.org/files/ENCFF298QFB/@@download/ENCFF298QFB.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF419MOZ	bigWig	signal p-value	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ	576823022	ENCODE Processing Pipeline	58fa1c72f2386095a64a24d29ca7307c		https://www.encodeproject.org/files/ENCFF419MOZ/@@download/ENCFF419MOZ.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF971WWG	bigWig	signal p-value	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF554RMZ, ENCFF951HWD	452936680	ENCODE Processing Pipeline	9aa4cd4f14e650bbc7333d963bc16b1b		https://www.encodeproject.org/files/ENCFF971WWG/@@download/ENCFF971WWG.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF259OPA	bigWig	signal p-value	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ, ENCFF951HWD	797513999	ENCODE Processing Pipeline	fdc8665dd678d42b074960d3333d14b6		https://www.encodeproject.org/files/ENCFF259OPA/@@download/ENCFF259OPA.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF492FYK	bigWig	fold change over control	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF554RMZ, ENCFF951HWD	408720921	ENCODE Processing Pipeline	e55bbdd25d4ee139f554c2e37b2fac28		https://www.encodeproject.org/files/ENCFF492FYK/@@download/ENCFF492FYK.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF563DIX	bed narrowPeak	peaks and background as input for IDR	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ	6210782	ENCODE Processing Pipeline	654303876aa405dddc9f473aa1359aca		https://www.encodeproject.org/files/ENCFF563DIX/@@download/ENCFF563DIX.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF771SCO	bed narrowPeak	peaks and background as input for IDR	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ, ENCFF951HWD	6703209	ENCODE Processing Pipeline	bc507990ad9d2002c4ca6f2db26560e6		https://www.encodeproject.org/files/ENCFF771SCO/@@download/ENCFF771SCO.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF588WUZ	bigWig	fold change over control	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ	577217845	ENCODE Processing Pipeline	2aed24895e7586aaf9e1ded78eb4e7f1		https://www.encodeproject.org/files/ENCFF588WUZ/@@download/ENCFF588WUZ.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF041DVE	bigBed narrowPeak	peaks and background as input for IDR	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF771SCO	13353058	ENCODE Processing Pipeline	e3667496268d004c629ac6edd7c98260		https://www.encodeproject.org/files/ENCFF041DVE/@@download/ENCFF041DVE.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF499JRK	bed narrowPeak	peaks and background as input for IDR	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF554RMZ, ENCFF951HWD	5421510	ENCODE Processing Pipeline	16709785b46f6172a6f853e5fc5e1156		https://www.encodeproject.org/files/ENCFF499JRK/@@download/ENCFF499JRK.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF338GTZ	bigWig	fold change over control	ENCSR777VNA	ChIP-seq	UBERON:0000948	heart	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF298QFB, ENCFF365VOZ, ENCFF554RMZ, ENCFF951HWD	851171952	ENCODE Processing Pipeline	98fd057805cf46af525a62eeff062573		https://www.encodeproject.org/files/ENCFF338GTZ/@@download/ENCFF338GTZ.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
