File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF642FGW	bed narrowPeak	peaks	ENCSR520BUX	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF801JLQ, ENCFF862ORX	2147971	ENCODE Processing Pipeline	b500d9d111d0fb00c050d21eafee06b6		https://www.encodeproject.org/files/ENCFF642FGW/@@download/ENCFF642FGW.bed.gz	GRCh38				released	s3://encode-public/2018/01/19/ee13156d-65ca-4cc2-bfba-1d61b2d43594/ENCFF642FGW.bed.gz	mild to moderate bottlenecking, low read length		severe bottlenecking, insufficient read depth, poor library complexity	
ENCFF876MVW	bed narrowPeak	stable peaks	ENCSR520BUX	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF642FGW	1203439	ENCODE Processing Pipeline	8742aeffba94df88f1ab046689c3730a		https://www.encodeproject.org/files/ENCFF876MVW/@@download/ENCFF876MVW.bed.gz	GRCh38				released	s3://encode-public/2018/01/19/8ed1438f-8439-4c6f-86cb-b59ff63886aa/ENCFF876MVW.bed.gz	mild to moderate bottlenecking, low read length		severe bottlenecking, insufficient read depth, poor library complexity	
ENCFF898UON	bed narrowPeak	peaks	ENCSR520BUX	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF591ZBB, ENCFF649BVV	2135575	ENCODE Processing Pipeline	ed147306a3eb234d7bc290ad9857a42a		https://www.encodeproject.org/files/ENCFF898UON/@@download/ENCFF898UON.bed.gz	hg19				released	s3://encode-public/2018/01/19/7309870a-f42e-4d04-9fbc-10d84ed41e5a/ENCFF898UON.bed.gz	mild to moderate bottlenecking, low read length		severe bottlenecking, insufficient read depth, poor library complexity	
ENCFF874ZJI	bed narrowPeak	stable peaks	ENCSR520BUX	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF898UON	1203734	ENCODE Processing Pipeline	a48d7e61c0ba57061d93565fa916fe88		https://www.encodeproject.org/files/ENCFF874ZJI/@@download/ENCFF874ZJI.bed.gz	hg19				released	s3://encode-public/2018/01/19/4992270f-dc00-4ef8-9384-dc4833f002d4/ENCFF874ZJI.bed.gz	mild to moderate bottlenecking, low read length		severe bottlenecking, insufficient read depth, poor library complexity	
ENCFF277GEX	bed narrowPeak	peaks	ENCSR096EZX	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF621GPI, ENCFF956BEP	785803	Anshul Kundaje, Stanford	a5c97d0ea2609d6158b26942221281e3		https://www.encodeproject.org/files/ENCFF277GEX/@@download/ENCFF277GEX.bed.gz	hg19				archived	s3://encode-public/2016/03/09/b49ab322-dae9-4587-9b93-e205c3c89bed/ENCFF277GEX.bed.gz	inconsistent platforms, low read length, control low read depth			
ENCFF473EQN	bed narrowPeak	peaks	ENCSR096EZX	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF063AOD, ENCFF602UNE	741641	ENCODE Processing Pipeline	9c74682ea5bfa43143263eec365ee84a		https://www.encodeproject.org/files/ENCFF473EQN/@@download/ENCFF473EQN.bed.gz	hg19				released	s3://encode-public/2017/03/22/dade7a79-156d-4407-b336-e49b9b1a0b69/ENCFF473EQN.bed.gz	inconsistent platforms, low read length, control low read depth			
ENCFF555AYT	bed narrowPeak	stable peaks	ENCSR096EZX	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF473EQN	847245	ENCODE Processing Pipeline	4905d5e0843e4be6524b747064e57742		https://www.encodeproject.org/files/ENCFF555AYT/@@download/ENCFF555AYT.bed.gz	hg19				released	s3://encode-public/2017/03/22/d17aba66-a55e-4a4b-91bf-20c80673921a/ENCFF555AYT.bed.gz	inconsistent platforms, low read length, control low read depth			
ENCFF311MZI	bed narrowPeak	peaks	ENCSR096EZX	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF704UCQ, ENCFF852VGX	741984	ENCODE Processing Pipeline	b41d3c64fad6689d5c8eafbe6ac0506f		https://www.encodeproject.org/files/ENCFF311MZI/@@download/ENCFF311MZI.bed.gz	GRCh38				released	s3://encode-public/2017/03/22/0f58067b-11f5-4a7c-a2ce-882a14621ab7/ENCFF311MZI.bed.gz	inconsistent platforms, low read length, control low read depth			
ENCFF917SIV	bed narrowPeak	stable peaks	ENCSR096EZX	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF311MZI	847253	ENCODE Processing Pipeline	7947cfa2ed998c4876d7f40c59306029		https://www.encodeproject.org/files/ENCFF917SIV/@@download/ENCFF917SIV.bed.gz	GRCh38				released	s3://encode-public/2017/03/22/6621bc32-d78b-46a7-a7d7-c863ba8e4fa2/ENCFF917SIV.bed.gz	inconsistent platforms, low read length, control low read depth			
ENCFF243YEX	bed narrowPeak	peaks	ENCSR042ITN	ChIP-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1							ENCFF724QSQ, ENCFF910GLU	689018	ENCODE Processing Pipeline	5ba8b722f1c56694e124bcaaabcdba1a		https://www.encodeproject.org/files/ENCFF243YEX/@@download/ENCFF243YEX.bed.gz	GRCh38				released	s3://encode-public/2017/11/28/ecc55b2d-be9a-4e7e-b670-f401d7581287/ENCFF243YEX.bed.gz	low read depth	experiment not submitted to GEO		missing antibody
ENCFF127EFK	bed narrowPeak	stable peaks	ENCSR042ITN	ChIP-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1							ENCFF243YEX	710607	ENCODE Processing Pipeline	b6cad01bd079a87ddde7a9944a9d5b35		https://www.encodeproject.org/files/ENCFF127EFK/@@download/ENCFF127EFK.bed.gz	GRCh38				released	s3://encode-public/2017/11/28/01ee78c1-3e38-4c1d-8ec4-4d1d616a9f37/ENCFF127EFK.bed.gz	low read depth	experiment not submitted to GEO		missing antibody
ENCFF849NMW	bed narrowPeak	peaks	ENCSR042ITN	ChIP-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1							ENCFF023FRB, ENCFF631VUB	692338	ENCODE Processing Pipeline	90e3d99381a02a44c48e3d388623b7bd		https://www.encodeproject.org/files/ENCFF849NMW/@@download/ENCFF849NMW.bed.gz	hg19				released	s3://encode-public/2018/01/21/ee676bb4-ae30-41fa-9aed-e63bd6af4c71/ENCFF849NMW.bed.gz	low read depth	experiment not submitted to GEO		missing antibody
ENCFF938RRM	bed narrowPeak	stable peaks	ENCSR042ITN	ChIP-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1							ENCFF849NMW	711038	ENCODE Processing Pipeline	c48e610a43b07c3a027d5f73f9566933		https://www.encodeproject.org/files/ENCFF938RRM/@@download/ENCFF938RRM.bed.gz	hg19				released	s3://encode-public/2018/01/21/ae71b5cf-8db5-4bc2-8f53-658353147adc/ENCFF938RRM.bed.gz	low read depth	experiment not submitted to GEO		missing antibody
ENCFF379RQU	bed narrowPeak	peaks	ENCSR840KVX	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF057ZIZ, ENCFF233MZR	1347405	ENCODE Processing Pipeline	283c811c8608e840741d22867251ed80		https://www.encodeproject.org/files/ENCFF379RQU/@@download/ENCFF379RQU.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/269325d5-1d60-4783-a803-a643d75b5910/ENCFF379RQU.bed.gz	low read length, low read depth			
ENCFF991IDW	bed narrowPeak	stable peaks	ENCSR840KVX	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF379RQU	1128712	ENCODE Processing Pipeline	90c6a1b71ae122db4c2e5b88b8222470		https://www.encodeproject.org/files/ENCFF991IDW/@@download/ENCFF991IDW.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/3ebbaf44-560d-4ce4-bbb1-9b88e9d495f3/ENCFF991IDW.bed.gz	low read length, low read depth			
ENCFF316XCH	bed narrowPeak	peaks	ENCSR840KVX	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF513FQQ, ENCFF523TPJ	1307047	ENCODE Processing Pipeline	9de1750e9176898a6dbbffd9e6645f7f		https://www.encodeproject.org/files/ENCFF316XCH/@@download/ENCFF316XCH.bed.gz	hg19				released	s3://encode-public/2018/01/20/b96af6ad-3546-471f-883f-7af24ab9f623/ENCFF316XCH.bed.gz	low read length, low read depth			
ENCFF342UHX	bed narrowPeak	stable peaks	ENCSR840KVX	ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF316XCH	1112568	ENCODE Processing Pipeline	fdf897820ac57b499110e16c1a81a569		https://www.encodeproject.org/files/ENCFF342UHX/@@download/ENCFF342UHX.bed.gz	hg19				released	s3://encode-public/2018/01/20/6680e1bc-559b-417d-808c-24d3cac1a299/ENCFF342UHX.bed.gz	low read length, low read depth			
ENCFF708IKN	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1							ENCFF606GLK, ENCFF995SFR	574960	ENCODE Processing Pipeline	864ff2e5f3cf51b96decc929894d182a		https://www.encodeproject.org/files/ENCFF708IKN/@@download/ENCFF708IKN.bed.gz	hg19				released	s3://encode-public/2016/10/28/cb6f2560-c2a1-4014-a30d-d72f54a21e76/ENCFF708IKN.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF574YDV	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				2							ENCFF482XRP, ENCFF995SFR	509846	ENCODE Processing Pipeline	c93abb230e207f49d656764722ad3d97		https://www.encodeproject.org/files/ENCFF574YDV/@@download/ENCFF574YDV.bed.gz	hg19				released	s3://encode-public/2016/10/28/5209dcd6-54d7-4783-b4d8-56e2b99c5cd9/ENCFF574YDV.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF966NVE	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1, 2							ENCFF482XRP, ENCFF606GLK, ENCFF995SFR	429849	ENCODE Processing Pipeline	ed9f1a165e65da4d205f3772b9410223		https://www.encodeproject.org/files/ENCFF966NVE/@@download/ENCFF966NVE.bed.gz	hg19				released	s3://encode-public/2016/10/28/46e85967-dbe1-4490-8610-255f999c7455/ENCFF966NVE.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF711NAW	bed narrowPeak	replicated peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1, 2							ENCFF574YDV, ENCFF708IKN, ENCFF966NVE	534261	ENCODE Processing Pipeline	6bd3a3feb0125248d5c6b87c556633e3		https://www.encodeproject.org/files/ENCFF711NAW/@@download/ENCFF711NAW.bed.gz	hg19				released	s3://encode-public/2016/10/28/bcb66c46-d2a9-4a86-9e24-2abe3ab1b890/ENCFF711NAW.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF157TVY	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1, 2							ENCFF079PQP, ENCFF465MFX, ENCFF787FRP	457288	ENCODE Processing Pipeline	8b976a3e606a59aa4e3a2a27917cd1f2		https://www.encodeproject.org/files/ENCFF157TVY/@@download/ENCFF157TVY.bed.gz	GRCh38				released	s3://encode-public/2016/10/29/0a5be017-565f-4341-b023-c7e7c0274e85/ENCFF157TVY.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF127GFK	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1							ENCFF079PQP, ENCFF787FRP	575047	ENCODE Processing Pipeline	4f433ae539346bbb9ae71adcf1f8132b		https://www.encodeproject.org/files/ENCFF127GFK/@@download/ENCFF127GFK.bed.gz	GRCh38				released	s3://encode-public/2016/10/29/1ff36b61-fb55-447c-964e-921ec0a4c04b/ENCFF127GFK.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF138CAO	bed narrowPeak	peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				2							ENCFF079PQP, ENCFF465MFX	524617	ENCODE Processing Pipeline	cd86f31164b8467915c52f5ba4ec5424		https://www.encodeproject.org/files/ENCFF138CAO/@@download/ENCFF138CAO.bed.gz	GRCh38				released	s3://encode-public/2016/10/29/6cf54a81-32c9-4720-bfb2-719c5039af53/ENCFF138CAO.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF612FNE	bed narrowPeak	replicated peaks	ENCSR975NOU	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-30	ENCODE				1, 2							ENCFF127GFK, ENCFF138CAO, ENCFF157TVY	555871	ENCODE Processing Pipeline	26f1c5b76f3acda145c9181f4a3986f2		https://www.encodeproject.org/files/ENCFF612FNE/@@download/ENCFF612FNE.bed.gz	GRCh38				released	s3://encode-public/2016/10/29/7b35f496-c846-4fe7-8a9a-dc9f47073db7/ENCFF612FNE.bed.gz	mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF300ZGH	bed narrowPeak	peaks	ENCSR438NCW	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF084TIY, ENCFF217AWR	1082772	ENCODE Processing Pipeline	e1908b316a64e5c8033cbaff923a42ed		https://www.encodeproject.org/files/ENCFF300ZGH/@@download/ENCFF300ZGH.bed.gz	GRCh38				released	s3://encode-public/2018/01/22/d1a6df77-c634-4bd8-a01c-d3ccea89a595/ENCFF300ZGH.bed.gz	mild to moderate bottlenecking, low read length		control insufficient read depth	extremely low read depth
ENCFF175QZY	bed narrowPeak	stable peaks	ENCSR438NCW	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF300ZGH	905002	ENCODE Processing Pipeline	065b0469110adfcaaef4922e25afe4f9		https://www.encodeproject.org/files/ENCFF175QZY/@@download/ENCFF175QZY.bed.gz	GRCh38				released	s3://encode-public/2018/01/22/81302a22-93d3-4935-b0d5-9679131a3d02/ENCFF175QZY.bed.gz	mild to moderate bottlenecking, low read length		control insufficient read depth	extremely low read depth
ENCFF348BCT	bed narrowPeak	peaks	ENCSR438NCW	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF732ZHZ, ENCFF855TNJ	1082736	ENCODE Processing Pipeline	e05b2365dd7476c090f4666270e993cf		https://www.encodeproject.org/files/ENCFF348BCT/@@download/ENCFF348BCT.bed.gz	hg19				released	s3://encode-public/2018/01/22/a2849025-3ced-4365-a008-19d7c5e9327b/ENCFF348BCT.bed.gz	mild to moderate bottlenecking, low read length		control insufficient read depth	extremely low read depth
ENCFF549AXA	bed narrowPeak	stable peaks	ENCSR438NCW	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF348BCT	903261	ENCODE Processing Pipeline	1a4e4c11a2d4856f00a0030b38a9d931		https://www.encodeproject.org/files/ENCFF549AXA/@@download/ENCFF549AXA.bed.gz	hg19				released	s3://encode-public/2018/01/22/a9a5e05e-c036-4dbf-adeb-6c3166f8a81f/ENCFF549AXA.bed.gz	mild to moderate bottlenecking, low read length		control insufficient read depth	extremely low read depth
ENCFF085WQX	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				2							ENCFF108FKO, ENCFF190OUS	1625906	ENCODE Processing Pipeline	e250f9f7de11ab06890d8a6dc1d8f03c		https://www.encodeproject.org/files/ENCFF085WQX/@@download/ENCFF085WQX.bed.gz	GRCh38				released	s3://encode-public/2019/02/01/696a2394-6ca1-4749-9d47-d8f3b166a9ae/ENCFF085WQX.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF282URV	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1, 2							ENCFF108FKO, ENCFF190OUS, ENCFF640ERF	860535	ENCODE Processing Pipeline	f999ca850debd0c38926394e1931502f		https://www.encodeproject.org/files/ENCFF282URV/@@download/ENCFF282URV.bed.gz	GRCh38				released	s3://encode-public/2019/02/01/0d83d5cb-495c-4d6d-935a-ca188286e9f5/ENCFF282URV.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF365MVG	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1							ENCFF190OUS, ENCFF640ERF	951325	ENCODE Processing Pipeline	fea67b19ee71ec9dbc25018f1b973978		https://www.encodeproject.org/files/ENCFF365MVG/@@download/ENCFF365MVG.bed.gz	GRCh38				released	s3://encode-public/2019/02/01/f4a3e046-2c0d-4c1a-a08d-2677659448f4/ENCFF365MVG.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF071XMA	bed narrowPeak	replicated peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1, 2							ENCFF085WQX, ENCFF282URV, ENCFF365MVG	575313	ENCODE Processing Pipeline	c854da9ea64df8e163979b86424c1472		https://www.encodeproject.org/files/ENCFF071XMA/@@download/ENCFF071XMA.bed.gz	GRCh38				released	s3://encode-public/2019/02/01/61ea655a-bff6-4158-85bb-5634cf10d83a/ENCFF071XMA.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF071BXX	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				2							ENCFF317AFP, ENCFF438ONB	1625532	ENCODE Processing Pipeline	ba8a350be573983971cc33d204873a38		https://www.encodeproject.org/files/ENCFF071BXX/@@download/ENCFF071BXX.bed.gz	hg19				released	s3://encode-public/2019/02/01/be9be1bd-9ca7-40f0-bc02-2905d2f069ff/ENCFF071BXX.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF405GTR	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1							ENCFF317AFP, ENCFF963ZVR	996237	ENCODE Processing Pipeline	18f8ba846f8b1251e6afc67970c2a38d		https://www.encodeproject.org/files/ENCFF405GTR/@@download/ENCFF405GTR.bed.gz	hg19				released	s3://encode-public/2019/02/01/f991bf32-c01f-4c05-8805-c65f21202de0/ENCFF405GTR.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF775EAX	bed narrowPeak	peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1, 2							ENCFF317AFP, ENCFF438ONB, ENCFF963ZVR	1021795	ENCODE Processing Pipeline	3f111c10f1ffe03278d91c860372a7e9		https://www.encodeproject.org/files/ENCFF775EAX/@@download/ENCFF775EAX.bed.gz	hg19				released	s3://encode-public/2019/02/01/264fb59e-4260-4e25-b7ef-dc69f0ccf307/ENCFF775EAX.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF496WOM	bed narrowPeak	replicated peaks	ENCSR432GOP	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-13	ENCODE				1, 2							ENCFF071BXX, ENCFF405GTR, ENCFF775EAX	583261	ENCODE Processing Pipeline	8bcad8fdc6766e80c102cfa0b25623fe		https://www.encodeproject.org/files/ENCFF496WOM/@@download/ENCFF496WOM.bed.gz	hg19				released	s3://encode-public/2019/02/01/cf8fb2e0-eec9-43d8-bf00-8f62d9015308/ENCFF496WOM.bed.gz	mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	severe bottlenecking, poor library complexity	
ENCFF795QOZ	bed narrowPeak	peaks	ENCSR500GXT	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF753BVJ, ENCFF968JGA	747672	ENCODE Processing Pipeline	b93ec775093733af60bfd482ef406dad		https://www.encodeproject.org/files/ENCFF795QOZ/@@download/ENCFF795QOZ.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/4a8669ec-0e3b-47a8-9e8a-6a8575e85998/ENCFF795QOZ.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF221JVE	bed narrowPeak	stable peaks	ENCSR500GXT	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF795QOZ	757527	ENCODE Processing Pipeline	17c2c7df46b1cd73e22d27edaad5f100		https://www.encodeproject.org/files/ENCFF221JVE/@@download/ENCFF221JVE.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/c7c6312b-af58-436f-b622-9c9e441e0c32/ENCFF221JVE.bed.gz	mild to moderate bottlenecking, low read length			
